name,uid,old_name,duplicate of,needs invert,original uid,category,noun,preposition,who,what,where,when,which,lens,context,examples,terminology,source row,needs review,notes,source file,last modified,last modified by,created by,legacy uid,trash,created,name history,record_id,Analysis,Analysis 2
access to easy-to-prepare foods,recqeX1Gfqh8XrGmM,Access to easy-to-prepare foods,,,,resource,access,to,,easy-to-prepare foods,,,,social,,,,49,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,cdT2JPytKfPq8k,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to easy-to-prepare foods

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to easy-to-prepare foods",recqeX1Gfqh8XrGmM,,
access to fitness equipment,recQJrR69DttVRVHB,Access to fitness equipment,,,,resource,access,to,,fitness equipment,,,,manufactured,,,,50,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,CInS9JLF5dfFt9,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to fitness equipment

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to fitness equipment",recQJrR69DttVRVHB,,
access to fresh air,recOQC8z20jDCd5pt,Access to fresh air,,,,resource,access,to,,fresh air,,,,ecological/natural,,,,51,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,APy9CC8vfUBPb1,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to fresh air

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to fresh air",recOQC8z20jDCd5pt,,
access to government financial assistance,recjzOiHZ8y7MuRBO,Access to government financial assistance,,,,resource,access,to,,government financial assistance,,,,financial,,,,52,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5yKjKzgKJ4SBnm,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to government financial assistance

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to government financial assistance",recjzOiHZ8y7MuRBO,,
access to masks,recS77Jj0uGAv20ww,Access to masks,,,,resource,access,to,,masks,,,,manufactured,,,,53,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,E63KmACScNqKi4,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to masks

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to masks",recS77Jj0uGAv20ww,,
access to recreational activities |  at home,recTOvhQWvvpgP4Iq,Access to recreational activities at home,,,,resource,access,to,,recreational activities, at home,,,individual/human, |  at home,,,54,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,FNriTwDH1ydOuY,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to recreational activities |  at home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Access to recreational activities at home",recTOvhQWvvpgP4Iq,,
quality of work output,recN1MlJcRoUuQhTm,Accuracy of work productivity,,,,state,quality,of,,work output,,,,individual/human,,,,55,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,z0ImMMZAwMe1FU,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
quality of work output

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Accuracy of work productivity",recN1MlJcRoUuQhTm,,
time spent  adjusting to working in person,recSdQRzDLGpBfHQI,Adjustment period to working in the office,,,,time,time spent,,,adjusting to working in person,,,,individual/human,,,,56,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,EcMSCdTS1TDrCg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  adjusting to working in person

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Adjustment period to working in the office",recSdQRzDLGpBfHQI,,
practice of hygiene,reco6QKKRbGI4ZI8X,Adoption of new sanitation habits,,,,action/event,practice,of,,hygiene,,,,cultural,,,,57,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,a5MLNrjSkmnsUv,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
practice of hygiene

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Adoption of new sanitation habits",reco6QKKRbGI4ZI8X,,
cost of living,reccYlDqPaU6o4NIS,Affordability of cost of living,,checked,,money,cost,of,,living,,,,financial,,,,58,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,YXhEtpi6IGsxuq,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
cost of living

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Affordability of cost of living",reccYlDqPaU6o4NIS,,
disturbance to virtual event,recLDzmjmlqZ3VXG4,Amount of disturbance caused to virtual event,,,,action/event,disturbance,to,,virtual event,,,,digital,,,,59,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,xCvnmWtCBljHsC,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
disturbance to virtual event

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of disturbance caused to virtual event",recLDzmjmlqZ3VXG4,,
time spent  idle/free,recUgn8b1ocruPtg1,Amount of free time,,,,time,time spent,,,idle/free,,,,individual/human,,,,60,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Gfj9eBwo3Mdd2z,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  idle/free

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of free time",recUgn8b1ocruPtg1,,
number of friends playing an online game,rec7UAyYRwOSrCAEt,Amount of friends playing an online game,,,,measurement,number,of,,friends playing an online game,,,,social,,,,61,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,TTwz1rE0uJ0kq1,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
number of friends playing an online game

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of friends playing an online game",rec7UAyYRwOSrCAEt,,
consumption of junk food,recTzh0AbUS4fKqlI,Amount of junk food consumed,,,,resource,consumption,of,,junk food,,,,individual/human,,,,62,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Fyd1DL24Gx8a7g,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
consumption of junk food

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of junk food consumed",recTzh0AbUS4fKqlI,,
spending on pet care,recyXjmv2Mrzp6wFT,Amount of money spent on pet care,,,,money,spending,on,,pet care,,,,financial,,,,63,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,kWfnyCUDbHugrr,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
spending on pet care

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of money spent on pet care",recyXjmv2Mrzp6wFT,,
spending on utilities,recFENBxG4YQje3qB,Amount of money spent on utilties,,,,money,spending,on,,utilities,,,,financial,,,,64,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,rDJCAgcasBCNc9,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
spending on utilities

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of money spent on utilties",recFENBxG4YQje3qB,,
level of noisiness,recniAPqIhra787G0,Amount of noise created,,,,state,level,of,,noisiness,,,,individual/human,,,,65,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,9hwQtipDMpwRsy,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of noisiness

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of noise created",recniAPqIhra787G0,,
availability of outdoor seating,reciU0NGxPu7OBWqb,Amount of outdoor seating available,,,,resource,availability,of,,outdoor seating,,,,manufactured,,,,66,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,4TWOJ7XGJ6ZGcJ,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
availability of outdoor seating

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of outdoor seating available",reciU0NGxPu7OBWqb,,
use of personal protective equipment | outside the home,recTnlDRfQEAjAYXH,Amount of personal protection equipment brought when going out,,,,resource,use,of,,personal protective equipment,outside the home,,,manufactured, | outside the home,,,67,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,FmhEUPYQcBYIJf,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
use of personal protective equipment | outside the home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of personal protection equipment brought when going out",recTnlDRfQEAjAYXH,,
access to personal protective equipment | from loved ones in other cities,recuguRq4seY84oV0,Amount of personal protection equipment sourced from loved ones from other cities,,,,resource,access,to,,personal protective equipment,,,from loved ones in other cities,manufactured, | from loved ones in other cities,,,68,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,gfqStEAqAqs8Hy,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
access to personal protective equipment | from loved ones in other cities

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of personal protection equipment sourced from loved ones from other cities",recuguRq4seY84oV0,,
level of pollution,rec4apNTJ8QS0fY5I,Amount of pollution,,,,state,level,of,,pollution,,,,manufactured,,,,69,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Q9lOWjg2uiDIRg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
level of pollution

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of pollution",rec4apNTJ8QS0fY5I,,
amount of sanitary packaging in delivery food,recQ4GyTRChybfQyv,Amount of sanitary packaging included in delivery food,,,,measurement,amount,of,,sanitary packaging in delivery food,,,,manufactured,,,,70,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,C3CzWrKtatDAk3,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
amount of sanitary packaging in delivery food

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of sanitary packaging included in delivery food",recQ4GyTRChybfQyv,,
stress from peer pressure | online gaming,recJIBV81RwSxRuHx,Amount of social pressure to play an online game,,,,experience,stress,from,,peer pressure,,,online gaming,social, | online gaming,,,71,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,vHxWbBZIuPfet5,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
stress from peer pressure | online gaming

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of social pressure to play an online game",recJIBV81RwSxRuHx,,
stress from sociocultural norms | academic/professional success,recd2aJSyQJRr9wFp,Amount of social pressure to succeed at work or school,,,,experience,stress,from,,sociocultural norms,,,academic/professional success,cultural, | academic/professional success,,,72,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,Z16KV8YVtJxgrX,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
stress from sociocultural norms | academic/professional success

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of social pressure to succeed at work or school",recd2aJSyQJRr9wFp,,
time spent  exercising,rec8wIgH1Igq4MesG,Amount of time exercising,,,,time,time spent,,,exercising,,,,individual/human,,,,73,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,UvEhKBQs2maYee,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  exercising

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time exercising",rec8wIgH1Igq4MesG,,
time spent  in lockdown,recGXDpiNgXQYDN3G,Amount of time people spend in home confinement,,,,time,time spent,,,in lockdown,,,,governmental/political,,,,74,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,sWzqlno9sg1xPe,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  in lockdown

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time people spend in home confinement",recGXDpiNgXQYDN3G,,
time spent  assisting coworkers,recpZPR9qvVJCvn9Q,Amount of time spent assisting coworkers,,,,time,time spent,,,assisting coworkers,,,,social,,,,75,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,bYLSc0D7lUT7Vo,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  assisting coworkers

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent assisting coworkers",recpZPR9qvVJCvn9Q,,
time spent  awake,rec26pNEJlx5iIiDr,Amount of time spent awake,time spent  sleeping,checked,recQI7lV5axMo60yi,time,time spent,,,awake,,,,individual/human,,,,76,,invert; equivalent to time spent asleep,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,O5lOHjtJHA62pZ,,9/27/2022 6:25pm,,rec26pNEJlx5iIiDr,,
time spent  caregiving,recbVI5kxOxV2QoW3,Amount of time spent caregiving for others,,,,time,time spent,,,caregiving,,,,social,,,,77,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,XUE6n7WJxke8IB,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  caregiving

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent caregiving for others",recbVI5kxOxV2QoW3,,
time spent   commuting,recA5wIGsy4C0mzOg,Amount of time spent commuting,,,,time,time spent,,, commuting,,,,individual/human,,,,78,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,m4sJJ2GgeiKjAO,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent   commuting

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent commuting",recA5wIGsy4C0mzOg,,
time spent   cooking,recyXBehj9seO9ek9,Amount of time spent cooking,,,,time,time spent,,, cooking,,,,individual/human,,,,79,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,kWxfkThEQ6xY6H,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent   cooking

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent cooking",recyXBehj9seO9ek9,,
time spent  on recreational activities | at night,recs0d08BrwVHj7dK,Amount of time spent doing activities at night,,,,time,time spent,,,on recreational activities,,at night,,individual/human, | at night,,,80,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,eZ91bbzIxZHRZi,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  on recreational activities | at night

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent doing activities at night",recs0d08BrwVHj7dK,,
time spent  in rush hour,recAjdOak7ZEqJIcI,Amount of time spent in rush hour,,,,time,time spent,,,in rush hour,,,,individual/human,,,,81,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,mi9PdUfbgI7sYg,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  in rush hour

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent in rush hour",recAjdOak7ZEqJIcI,,
time spent  on pet care,rectfPvnt5wVXg4Mt,Amount of time spent on pet care,,,,time,time spent,,,on pet care,,,,individual/human,,,,82,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,feLwq3dIxfEOy1,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  on pet care

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent on pet care",rectfPvnt5wVXg4Mt,,
time spent  on phone calls,recnHvo2F3g6MtW0k,Amount of time spent on phone,,,,time,time spent,,,on phone calls,,,,individual/human,,,,83,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,9Grp5fbsI4RGMS,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  on phone calls

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent on phone",recnHvo2F3g6MtW0k,,
time spent  planning events,rec4UzsFxgJBML5UC,Amount of time spent on planning event,,,,time,time spent,,,planning events,,,,individual/human,,,,84,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,QTvtI7oVd49PGa,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  planning events

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent on planning event",rec4UzsFxgJBML5UC,,
time spent  on recreational activities,rec4k3jZSWtToI1w5,Amount of time spent on recreational activities,,,,time,time spent,,,on recreational activities,,,,individual/human,,,,85,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,QjZk2s4FvG6LiD,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  on recreational activities

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent on recreational activities",rec4k3jZSWtToI1w5,,
time spent  on computer games,rectZjEi514R40rBB,Amount of time spent playing computer games,,,,time,time spent,,,on computer games,,,,individual/human,,,,86,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,fYfFlF9gtmobn9,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  on computer games

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent playing computer games",rectZjEi514R40rBB,,
time spent  cooking | for household,rec17319CW0GxX1Vg,Amount of time spent preparing food for people confined at the same home,,,,time,time spent,,,cooking,,,for household,social, | for household,,,87,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,N6Z2cc4ciPlLHO,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  cooking | for household

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent preparing food for people confined at the same home",rec17319CW0GxX1Vg,,
time spent   preparing tech requirements | for remote learning,recjk0QH74TAT4eba,Amount of time spent preparing technological requirements for remote learning,,,,time,time spent,,, preparing tech requirements,,,for remote learning,digital, | for remote learning,,,88,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,5jWRKHc5cbsYXI,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent   preparing tech requirements | for remote learning

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent preparing technological requirements for remote learning",recjk0QH74TAT4eba,,
time spent   preparing tech requirements | for virtual events,recZ590RDp0tcnvUZ,Amount of time spent preparing technological requirements for virtual events,,,,time,time spent,,, preparing tech requirements,,,for virtual events,digital, | for virtual events,,,89,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,L451Udxc5uLfGx,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent   preparing tech requirements | for virtual events

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent preparing technological requirements for virtual events",recZ590RDp0tcnvUZ,,
time spent   preparing tech requirements | for working from home,recUQ18HB7R8kLiNF,Amount of time spent preparing technological requirements for working from home,,,,time,time spent,,, preparing tech requirements,,,for working from home,digital, | for working from home,,,90,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,GPX9Kbf3KC92zd,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent   preparing tech requirements | for working from home

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent preparing technological requirements for working from home",recUQ18HB7R8kLiNF,,
time spent  remote learning,rec1cxJEsipTUvKI9,Amount of time spent remote learning,,,,time,time spent,,,remote learning,,,,digital,,,,91,,,RN_POLYU_Master Transcript Data_kumu,2/28/2023 1:30pm,L Fahn-Lai,L Fahn-Lai,NbtKH2qBvcTuuH,,9/27/2022 6:25pm,"2022-12-15T16:51:13.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
time spent  remote learning

2022-09-27T22:25:00.000Z Philip Fahn-Lai usrUrcoRcQq4ccfL2
Amount of time spent remote learning",rec1cxJEsipTUvKI9,,
